"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
17, 9.668812768665948e-01, 1.470101985290652e-02, 8.686435194914292e-01, 7.642630677772680e-01, -2.250068226198909e-01, 2.460840610452709e+00, 7.612408412209737e-07, 8.381943360792563e-01, 9.649462837989050e-01, 7.891072074537240e-01, -3.799325254079639e-01, 4.818453350075011e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.628565747091952e-09
18, 9.626525707648738e-01, 1.594007706209685e-02, 8.661657644033445e-01, 7.674338909970480e-01, -2.234763881445305e-01, 2.455366831270002e+00, 7.787193635622612e-07, 8.346238219138382e-01, 9.635844040646956e-01, 7.945209118895233e-01, -3.883163757071516e-01, 4.813520546069514e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.025835788520064e-09
19, 9.584003847764616e-01, 1.717169351130097e-02, 8.634611966459146e-01, 7.656664235910696e-01, -2.205967505235081e-01, 2.447443253385281e+00, 7.929253833342682e-07, 8.319161477035373e-01, 9.634667440008735e-01, 7.945663918255014e-01, -3.946742093934035e-01, 4.813094206215330e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.272680186091116e-09
20, 9.541245682114649e-01, 1.839552914158768e-02, 8.626845368042491e-01, 7.658660998065524e-01, -2.179669983394915e-01, 2.444955047171357e+00, 8.137385880497247e-07, 8.309849491060876e-01, 9.632547167060739e-01, 7.948382238475596e-01, -3.968607375174049e-01, 4.812325860070444e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.836128664035582e-09
21, 9.498249548416602e-01, 1.961124675555021e-02, 8.636967952436839e-01, 7.674437458703660e-01, -2.156125899454434e-01, 2.447869513469954e+00, 8.350892516965218e-07, 8.319992468850560e-01, 9.633001435999485e-01, 7.947627864723058e-01, -3.944790859278293e-01, 4.812490485733678e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.490666268782866e-09
22, 9.455013690038903e-01, 2.081850560107715e-02, 8.635279873785062e-01, 7.670273443399269e-01, -2.129407599968864e-01, 2.448977241493452e+00, 8.638172412783796e-07, 8.328267561189883e-01, 9.644467443924769e-01, 7.933295430984459e-01, -3.925360286489426e-01, 4.816644407558624e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.383657164228828e-09
23, 9.411536485728159e-01, 2.201696023551975e-02, 8.641549534580276e-01, 7.663905364599934e-01, -2.100917831993055e-01, 2.450616325574163e+00, 8.936603678425568e-07, 8.340938039816005e-01, 9.652132417269224e-01, 7.910737928894521e-01, -3.895608998271801e-01, 4.819419865783599e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.434977060488898e-09
24, 9.367816284202353e-01, 2.320626055829348e-02, 8.650142410789109e-01, 7.657626644864296e-01, -2.070562579607595e-01, 2.453477983113349e+00, 9.233049721513021e-07, 8.358988481719906e-01, 9.663411403833013e-01, 7.884319097612424e-01, -3.853225129802043e-01, 4.823501879444514e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.666553488466908e-09
25, 9.323851452860920e-01, 2.438605390874242e-02, 8.674137289034898e-01, 7.649550483530668e-01, -2.039375508838548e-01, 2.459700525048584e+00, 9.550013952944901e-07, 8.393709107595227e-01, 9.676707697727861e-01, 7.841369602195331e-01, -3.771698347902630e-01, 4.828310829453958e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.115737751951244e-08
26, 9.279640349372563e-01, 2.555598459127372e-02, 8.715313444700420e-01, 7.629106112580911e-01, -2.004285840372232e-01, 2.471980866752366e+00, 9.925523288947848e-07, 8.460082180480155e-01, 9.707146202096192e-01, 7.763787880577475e-01, -3.615849111298592e-01, 4.839306888981668e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.310503079749462e-08
27, 9.235181406093141e-01, 2.671569102020297e-02, 8.741732495510619e-01, 7.630827875373777e-01, -1.979999118176980e-01, 2.480098415705229e+00, 1.040201424849277e-06, 8.498480315472876e-01, 9.721734587322746e-01, 7.730132059915297e-01, -3.525687246471126e-01, 4.844570707820422e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.579925192286876e-08
28, 9.190473009809723e-01, 2.786481178249700e-02, 8.757110365377281e-01, 7.603311020229069e-01, -1.941186003639021e-01, 2.484741258759850e+00, 1.078525333634960e-06, 8.532598345531359e-01, 9.743623169654722e-01, 7.672371416830368e-01, -3.445575407318118e-01, 4.852460959563771e-07, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.835828335175827e-08
