"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
39, 8.663384072763483e-01, 2.448867133336094e-02, 9.686640235142241e-01, 7.212457676951703e-01, -1.174912717024125e-01, 2.794288752689229e+00, 1.007460625622148e+00, 1.040051659983379e+00, 6.251811067551580e-01, 1.751814037322225e-02
40, 8.615320008981785e-01, 2.526851876560734e-02, 9.674498937453111e-01, 7.225113942336586e-01, -1.167603313708987e-01, 2.791246485837918e+00, 1.005763001051754e+00, 1.039602161883672e+00, 6.270710846008200e-01, 1.353198330927539e-02
41, 8.567016569781820e-01, 2.604601684561581e-02, 9.663818515015002e-01, 7.237705007271643e-01, -1.160185809959036e-01, 2.788598657925889e+00, 1.004240344928570e+00, 1.039175501245442e+00, 6.288583380130782e-01, 9.956666029327920e-03
42, 8.518472673622289e-01, 2.682114350687709e-02, 9.657983192653656e-01, 7.250710457398938e-01, -1.152811762799706e-01, 2.787292159547114e+00, 1.003295677444274e+00, 1.038825246877040e+00, 6.303472040364783e-01, 7.738511891316424e-03
43, 8.469687198723928e-01, 2.759385435908259e-02, 9.652708993942702e-01, 7.265828987193000e-01, -1.145811174765449e-01, 2.786196892137625e+00, 1.002375192657054e+00, 1.038439253981517e+00, 6.319977609975116e-01, 5.577140643030104e-03
44, 8.420658980227127e-01, 2.836408063539155e-02, 9.631772611355038e-01, 7.288708701464895e-01, -1.139829189319345e-01, 2.780994309149614e+00, 9.993874039364070e-01, 1.037594474311213e+00, 6.354964084316571e-01, -1.438424118514571e-03
45, 8.371386789376334e-01, 2.913171423071459e-02, 9.605674712561414e-01, 7.316012716970957e-01, -1.132818345535919e-01, 2.774494515879180e+00, 9.956833456419172e-01, 1.036557426142960e+00, 6.397800653482845e-01, -1.013584661896032e-02
46, 8.321869355861570e-01, 2.989662158268351e-02, 9.685214821734403e-01, 7.316164259391726e-01, -1.121252415877514e-01, 2.796125873436384e+00, 1.005322313582155e+00, 1.037996918071585e+00, 6.339477235259239e-01, 1.249721419685009e-02
47, 8.272105342524931e-01, 3.065862629140366e-02, 9.876651783738347e-01, 7.272735063770859e-01, -1.126682633454187e-01, 2.847376967238168e+00, 1.029273762230885e+00, 1.042128228035292e+00, 6.168980017064769e-01, 6.873711428309560e-02
48, 8.222093393273142e-01, 3.141753795050854e-02, 7.833443256397158e-01, 7.372643680760826e-01, -1.131255095071584e-01, 2.297549002259194e+00, 7.769732207549391e-01, 9.918667887463490e-01, 8.080403432036901e-01, -5.236845572580563e-01
49, 8.171832128485229e-01, 3.217314991167474e-02, 5.640544953162672e-01, 7.555770053467069e-01, -1.108642100872581e-01, 1.729036007324097e+00, 4.848303106372890e-01, 8.595451586028812e-01, 1.234197509254459e+00, -1.209659268720558e+00
50, 8.121320189641823e-01, 3.292526810505809e-02, 5.218824669722364e-01, 7.834847336643481e-01, -1.147972937515371e-01, 1.634623063135997e+00, 4.135549880574518e-01, 7.924293576228775e-01, 1.440542349779075e+00, -1.377019376215245e+00
51, 8.070556284461983e-01, 3.367374142381211e-02, 5.146267241985166e-01, 7.891832821774936e-01, -1.153121558176165e-01, 1.619175094085204e+00, 4.004589558005736e-01, 7.781542173587103e-01, 1.484827309327069e+00, -1.407769898092014e+00
52, 8.019539128655654e-01, 3.441842477165315e-02, 5.182393427336472e-01, 7.926088930871366e-01, -1.150949373018132e-01, 1.629540827328191e+00, 4.042567000435013e-01, 7.800579128383001e-01, 1.478877781891249e+00, -1.398852493558042e+00
53, 7.968267440291480e-01, 3.515917471338426e-02, 5.201317380541399e-01, 7.926350038784540e-01, -1.139407488228889e-01, 1.634146351947650e+00, 4.070853376076088e-01, 7.826581379758751e-01, 1.470791775612979e+00, -1.392210628328148e+00
54, 7.916739909942693e-01, 3.589582821950474e-02, 5.207564065262329e-01, 7.933609408376168e-01, -1.128025174604831e-01, 1.635926701921741e+00, 4.077501947431159e-01, 7.829960220039571e-01, 1.469733084226123e+00, -1.390649491069983e+00
55, 7.864955162472617e-01, 3.662817583149121e-02, 5.218132585997415e-01, 7.946382991217235e-01, -1.117520755640475e-01, 1.639024440934562e+00, 4.088017306940682e-01, 7.834253422212119e-01, 1.468399669282651e+00, -1.388180401300677e+00
56, 7.812911814961399e-01, 3.735599980451086e-02, 5.229185795105828e-01, 7.955967110929252e-01, -1.106258748077365e-01, 1.642096872066421e+00, 4.100652601191170e-01, 7.841856766743897e-01, 1.466032997790529e+00, -1.385213534049224e+00
57, 7.760608490624386e-01, 3.807908420955103e-02, 5.241136516839925e-01, 7.967027623723547e-01, -1.094962868468730e-01, 1.645458799799818e+00, 4.113955469957156e-01, 7.849357590169416e-01, 1.463703753248607e+00, -1.382089915009591e+00
58, 7.708043850692020e-01, 3.879723942111583e-02, 5.252731073231695e-01, 7.977558533220724e-01, -1.083383200928142e-01, 1.648707631091971e+00, 4.126965392595997e-01, 7.856799320314183e-01, 1.461390506568655e+00, -1.379035082042831e+00
59, 7.655216634602799e-01, 3.951033118158567e-02, 5.264632155233600e-01, 7.988559274226422e-01, -1.071746938776176e-01, 1.652053205582628e+00, 4.140206744678064e-01, 7.864189980609113e-01, 1.459093364714768e+00, -1.375925907608232e+00
60, 7.602125584770401e-01, 4.021822818067688e-02, 5.276470679943019e-01, 7.999335670221793e-01, -1.059946897839911e-01, 1.655375195723527e+00, 4.153454903718434e-01, 7.871653526867105e-01, 1.456776238050060e+00, -1.372815134845865e+00
61, 7.548769434620923e-01, 4.092079294464987e-02, 5.288585934342453e-01, 8.010377107320955e-01, -1.048009741823995e-01, 1.658776109219212e+00, 4.166979057779109e-01, 7.879193246572825e-01, 1.454433718393426e+00, -1.369639556264885e+00
62, 7.495146856202236e-01, 4.161784041232716e-02, 5.300880964154233e-01, 8.021528324981270e-01, -1.035836466333758e-01, 1.662228841866830e+00, 4.180726615603838e-01, 7.886852475795749e-01, 1.452059070665384e+00, -1.366411520709159e+00
63, 7.441256442213724e-01, 4.230912247027376e-02, 5.313580049454701e-01, 8.032950729854212e-01, -1.023390866440427e-01, 1.665791300647463e+00, 4.194937541259759e-01, 7.894747989522165e-01, 1.449608885571624e+00, -1.363074682713498e+00
64, 7.387096771772372e-01, 4.299437597170572e-02, 5.326683628722116e-01, 8.044655148659671e-01, -1.010652974083208e-01, 1.669466755577770e+00, 4.209618465538789e-01, 7.902888098778800e-01, 1.447085068361464e+00, -1.359627485315397e+00
65, 7.332666420411440e-01, 4.367332971821718e-02, 5.340090537099080e-01, 8.056544094743179e-01, -9.976423475899704e-02, 1.673224517886180e+00, 4.224655537213201e-01, 7.911205826686560e-01, 1.444505661697685e+00, -1.356096661685640e+00
66, 7.277964020328164e-01, 4.434575378368861e-02, 5.353748068071229e-01, 8.068603038476669e-01, -9.844132332945683e-02, 1.677052754785447e+00, 4.239980405137430e-01, 7.919648723151347e-01, 1.441889326144984e+00, -1.352498261215031e+00
67, 7.222988248389444e-01, 4.501145057232001e-02, 5.367576463288627e-01, 8.080722998861718e-01, -9.709919249665948e-02, 1.680926174603417e+00, 4.255517800444512e-01, 7.928192228932357e-01, 1.439241919714099e+00, -1.348849957630199e+00
68, 7.167736337233237e-01, 4.567025416929561e-02, 5.381584778347366e-01, 8.092946516649303e-01, -9.573988090333244e-02, 1.684850343490787e+00, 4.271266111350815e-01, 7.936818404378052e-01, 1.436571174278095e+00, -1.345152129390718e+00
69, 7.112203642881858e-01, 4.632202380767277e-02, 5.395756345034902e-01, 8.105214344259385e-01, -9.436255577023807e-02, 1.688817228877747e+00, 4.287220897708710e-01, 7.945542058535963e-01, 1.433870257436942e+00, -1.341405819078448e+00
70, 7.056393610791475e-01, 4.696651337407488e-02, 5.410141843131225e-01, 8.117581032419169e-01, -9.296644072759355e-02, 1.692842523637335e+00, 4.303434884576771e-01, 7.954384578734214e-01, 1.431133814872498e+00, -1.337598646431678e+00
71, 7.000304929430561e-01, 4.760352656005087e-02, 5.424692027672354e-01, 8.130003822214745e-01, -9.155039904646473e-02, 1.696911939604792e+00, 4.319853849960041e-01, 7.963316309799100e-01, 1.428370595796183e+00, -1.333743343204650e+00
72, 6.943936279522317e-01, 4.823285810913797e-02, 5.439463523639206e-01, 8.142537405863691e-01, -9.011318296162860e-02, 1.701042109384848e+00, 4.336537073211908e-01, 7.972361712448071e-01, 1.425573433379079e+00, -1.329825990135272e+00
73, 6.887286324874583e-01, 4.885428314301390e-02, 5.454485466421668e-01, 8.155189606457727e-01, -8.865104213539454e-02, 1.705240073705950e+00, 4.353522489417312e-01, 7.981545676889252e-01, 1.422733951621136e+00, -1.325837679764885e+00
74, 6.830353697621888e-01, 4.946754350218890e-02, 5.469805181117057e-01, 8.168019491827967e-01, -8.716096078373246e-02, 1.709520688418912e+00, 4.370856097768470e-01, 7.990880759076402e-01, 1.419849308882756e+00, -1.321767611118515e+00
75, 6.773137007570742e-01, 5.007235426758412e-02, 5.485487853214198e-01, 8.181045058991077e-01, -8.563912336115936e-02, 1.713900204903538e+00, 4.388622275031201e-01, 8.000422920378369e-01, 1.416901202888399e+00, -1.317595971862685e+00
76, 6.715634846929930e-01, 5.066840446061811e-02, 5.501540602347057e-01, 8.194288279271910e-01, -8.408449601235418e-02, 1.718382213823490e+00, 4.406824142732874e-01, 8.010163809120746e-01, 1.413893526494297e+00, -1.313322029038022e+00
77, 6.657845815973732e-01, 5.125538165144338e-02, 5.517971348614745e-01, 8.207729271318017e-01, -8.249683919760360e-02, 1.722967189369904e+00, 4.425477095040373e-01, 8.020116117767382e-01, 1.410821136371475e+00, -1.308942167972112e+00
78, 6.599768525051630e-01, 5.183297331695252e-02, 5.534774438950089e-01, 8.221363273376158e-01, -8.087694852866213e-02, 1.727654334730458e+00, 4.444575663478421e-01, 8.030274246047737e-01, 1.407686800130601e+00, -1.304457672706298e+00
79, 6.541401602298776e-01, 5.240087378384287e-02, 5.551930332746950e-01, 8.235160031658172e-01, -7.922468898502102e-02, 1.732437241129128e+00, 4.464101458899039e-01, 8.040629459214264e-01, 1.404492584529164e+00, -1.299872861158299e+00
80, 6.482743676346507e-01, 5.295876753009020e-02, 5.569488777258937e-01, 8.249158702411252e-01, -7.753789088418316e-02, 1.737330371107892e+00, 4.484110241699502e-01, 8.051206171756375e-01, 1.401231570318959e+00, -1.295174640344816e+00
81, 6.423793359919837e-01, 5.350630995404043e-02, 5.587516722250472e-01, 8.263401088329064e-01, -7.581062930482434e-02, 1.742351686037848e+00, 4.504679527355757e-01, 8.062042140146681e-01, 1.397891502337492e+00, -1.290344809017621e+00
82, 6.364549221248292e-01, 5.404309224795192e-02, 5.606157760700139e-01, 8.278001366622185e-01, -7.403424208445163e-02, 1.747541948270120e+00, 4.525969799577195e-01, 8.073211623306081e-01, 1.394450037392340e+00, -1.285345684329578e+00
83, 6.305009775663465e-01, 5.456862614943848e-02, 5.625501739981763e-01, 8.293004916889188e-01, -7.220150202791346e-02, 1.752925094582166e+00, 4.548089506126476e-01, 8.084771308134411e-01, 1.390889212559884e+00, -1.280151801886336e+00
84, 6.245173534440651e-01, 5.508239033575876e-02, 5.645599662371359e-01, 8.308439935078969e-01, -7.030927804537598e-02, 1.758515701533072e+00, 4.571099869665821e-01, 8.096748163233720e-01, 1.387201557115866e+00, -1.274748786121486e+00
85, 6.185039015338168e-01, 5.558384010430562e-02, 5.666482728721778e-01, 8.324308724789882e-01, -6.835507020583205e-02, 1.764321369989117e+00, 4.595040004317867e-01, 8.109157345573340e-01, 1.383381648072773e+00, -1.269127452728970e+00
86, 6.124604753941205e-01, 5.607241578101892e-02, 5.688156483987025e-01, 8.340605912338928e-01, -6.633757082998233e-02, 1.770344194025298e+00, 4.619919377297846e-01, 8.121997681153079e-01, 1.379430892493449e+00, -1.263285578731604e+00
87, 6.063869306071886e-01, 5.654754348949877e-02, 5.710667587815184e-01, 8.357332304807005e-01, -6.425472764010569e-02, 1.776595340157886e+00, 4.645797928834886e-01, 8.135297419075129e-01, 1.375339366417159e+00, -1.257209089688437e+00
88, 6.002831249243152e-01, 5.700863451874881e-02, 5.734007263760970e-01, 8.374473158327742e-01, -6.210482094848561e-02, 1.783073329776918e+00, 4.672669593001568e-01, 8.149047216129153e-01, 1.371111535629246e+00, -1.250899409927312e+00
89, 5.941489181796117e-01, 5.745508062287883e-02, 5.758226313500298e-01, 8.392038777271915e-01, -5.988515953747497e-02, 1.789790833199465e+00, 4.700595912251658e-01, 8.163270521742086e-01, 1.366738996783455e+00, -1.244342088792229e+00
90, 5.879841725194402e-01, 5.788625290588192e-02, 5.783317966045076e-01, 8.410009443818645e-01, -5.759340268074808e-02, 1.796746510964128e+00, 4.729574597155515e-01, 8.177960514921916e-01, 1.362225114686557e+00, -1.237537663859418e+00
91, 5.817887525689532e-01, 5.830149786222842e-02, 5.809353220695322e-01, 8.428403318988611e-01, -5.522802209078682e-02, 1.803958282946928e+00, 4.759690658102656e-01, 8.193150730010126e-01, 1.357558014601772e+00, -1.230466174015532e+00
92, 5.755625275179290e-01, 5.870016641452415e-02, 5.836222606984374e-01, 8.447127527223339e-01, -5.279239660839778e-02, 1.811396830937147e+00, 4.790826016686196e-01, 8.208778758632130e-01, 1.352758960210946e+00, -1.223155345006529e+00
93, 5.693053733142743e-01, 5.908164907176264e-02, 5.863789296670727e-01, 8.466048911498770e-01, -5.029812305469097e-02, 1.819022048944115e+00, 4.822829026624191e-01, 8.224765220268810e-01, 1.347850632092953e+00, -1.215640784581528e+00
94, 5.630171783346859e-01, 5.944547896363737e-02, 5.891767914237369e-01, 8.484946453321044e-01, -4.776221095406148e-02, 1.826755311134348e+00, 4.855382271429744e-01, 8.240959830913885e-01, 1.342880997960365e+00, -1.207997024647849e+00
95, 5.566978402341637e-01, 5.979130595589294e-02, 5.920037353520347e-01, 8.503731566693599e-01, -4.519527295183938e-02, 1.834561886682223e+00, 4.888340308053186e-01, 8.257279500350345e-01, 1.337873614412585e+00, -1.200258216386498e+00
96, 5.503472609237731e-01, 6.011882881622189e-02, 5.948454366471984e-01, 8.522311856441169e-01, -4.260472732409668e-02, 1.842403640126275e+00, 4.921539441433181e-01, 8.273644106901230e-01, 1.332854889075276e+00, -1.192462796695506e+00
97, 5.439653464664277e-01, 6.042780325151249e-02, 5.976907328913947e-01, 8.540594700923607e-01, -3.999906687400263e-02, 1.850248013173595e+00, 4.954852390234305e-01, 8.289993666565083e-01, 1.327841532822722e+00, -1.184640652241405e+00
98, 5.375520068664371e-01, 6.071805782617675e-02, 6.005275274624429e-01, 8.558504232316586e-01, -3.738712987138152e-02, 1.858062707211034e+00, 4.988140572893460e-01, 8.306264650300180e-01, 1.322854378202291e+00, -1.176824323073763e+00
99, 5.311071546156328e-01, 6.098947876913656e-02, 6.033439250269171e-01, 8.575952348054624e-01, -3.477500030312635e-02, 1.865813687265598e+00, 5.021268157834998e-01, 8.322397805879926e-01, 1.317910488133788e+00, -1.169045703523294e+00
100, 5.246307030195145e-01, 6.124198434283340e-02, 6.061395858615156e-01, 8.592962435898778e-01, -3.216593454559291e-02, 1.873501365432871e+00, 5.054221956940552e-01, 8.338379599076851e-01, 1.313014356361515e+00, -1.161307890264734e+00
101, 5.181225650404845e-01, 6.147550478304759e-02, 6.089065795400869e-01, 8.609470768622475e-01, -2.956213360718300e-02, 1.881102773491707e+00, 5.086914723139053e-01, 8.354179268322655e-01, 1.308174696847019e+00, -1.153631369601989e+00
102, 5.115826531486694e-01, 6.168998608797213e-02, 6.116473488585222e-01, 8.625521439236372e-01, -2.696586215664285e-02, 1.888626176866542e+00, 5.119365047010046e-01, 8.369798473849327e-01, 1.303391462229233e+00, -1.146011776319610e+00
103, 5.050108793073574e-01, 6.188538964394014e-02, 6.143492458993189e-01, 8.641015712537498e-01, -2.437960547717297e-02, 1.896035587200455e+00, 5.151435234422500e-01, 8.385190132172360e-01, 1.298678871303725e+00, -1.138481442091083e+00
104, 4.984071546139193e-01, 6.206169163556813e-02, 6.170159238714515e-01, 8.656023844168753e-01, -2.180712380359989e-02, 1.903342836511236e+00, 5.183148690355538e-01, 8.400348337582596e-01, 1.294038456816968e+00, -1.131034871241773e+00
105, 4.917713897304517e-01, 6.221890661259303e-02, 6.196318858700126e-01, 8.670413961509988e-01, -1.925409546438760e-02, 1.910503325959515e+00, 5.214341261830174e-01, 8.415224233512164e-01, 1.289484919044068e+00, -1.123710608192408e+00
106, 4.851034945628897e-01, 6.235709474529606e-02, 6.221953670223602e-01, 8.684236135395120e-01, -1.672542913639807e-02, 1.917514757566792e+00, 5.244970858545993e-01, 8.429781281797138e-01, 1.285029835817802e+00, -1.116518536079179e+00
107, 4.784033774455438e-01, 6.247634179906121e-02, 6.246949583326666e-01, 8.697391526780071e-01, -1.422319767956429e-02, 1.924344046585761e+00, 5.274918687813482e-01, 8.443991131115306e-01, 1.280681637752504e+00, -1.109486548367268e+00
108, 4.716709444995901e-01, 6.257673622754267e-02, 6.271365067578732e-01, 8.709990574815016e-01, -1.174724427085073e-02, 1.931010382153018e+00, 5.304225913653541e-01, 8.457849059170481e-01, 1.276442086805917e+00, -1.102604979418254e+00
109, 4.649053856314406e-01, 6.265836319054725e-02, 6.295174203911819e-01, 8.721974868232151e-01, -9.296165941115682e-03, 1.937504226416646e+00, 5.332880063768967e-01, 8.471378060443693e-01, 1.272303421286871e+00, -1.095876757826391e+00
110, 4.581072590130455e-01, 6.272127595880540e-02, 6.318404851958196e-01, 8.733428385576292e-01, -6.869379399494060e-03, 1.943836174162568e+00, 5.360890669391055e-01, 8.484563422253026e-01, 1.268270758771434e+00, -1.089299645583016e+00
111, 4.512765138121228e-01, 6.276553537145402e-02, 6.341019385449205e-01, 8.744280766995065e-01, -4.466946809047296e-03, 1.949993407606408e+00, 5.388233913342193e-01, 8.497425391423061e-01, 1.264337390430192e+00, -1.082879235150232e+00
112, 4.444130473591556e-01, 6.279120564315434e-02, 6.363018380811029e-01, 8.754610428427878e-01, -2.089598365132117e-03, 1.955979362628556e+00, 5.414883378671669e-01, 8.509928864894289e-01, 1.260514662292911e+00, -1.076621729437479e+00
113, 4.375167549704712e-01, 6.279835044387622e-02, 6.384381860387055e-01, 8.764357534666145e-01, 2.629069237904934e-04, 1.961786058734398e+00, 5.440835477497216e-01, 8.522102212049333e-01, 1.256793318761388e+00, -1.070527970907952e+00
114, 4.305875299637230e-01, 6.278703054065209e-02, 6.405135850540770e-01, 8.773603351864957e-01, 2.591601457636606e-03, 1.967423100844500e+00, 5.466096626118453e-01, 8.533927700623188e-01, 1.253178825636934e+00, -1.064596452963640e+00
115, 4.236252639261714e-01, 6.275728746622306e-02, 6.425342261631423e-01, 8.782334266400477e-01, 4.903735396380554e-03, 1.972905793801448e+00, 5.490761191885023e-01, 8.545476596122826e-01, 1.249649742360104e+00, -1.058805017402785e+00
116, 4.166298472646168e-01, 6.270906708823340e-02, 6.445160772173476e-01, 8.790719042407860e-01, 7.209437046316202e-03, 1.978280577877423e+00, 5.514983875166444e-01, 8.556782476206016e-01, 1.246194946374255e+00, -1.053117339352296e+00
117, 4.096011700564903e-01, 6.264224299948033e-02, 6.464679849613889e-01, 8.798727203083807e-01, 9.516759053851560e-03, 1.983569246388671e+00, 5.538902146715594e-01, 8.567945011300772e-01, 1.242784647542542e+00, -1.047501139589652e+00
118, 4.025391226137870e-01, 6.255662982905159e-02, 6.484022695321322e-01, 8.806487955237050e-01, 1.183282611570754e-02, 1.988807127473473e+00, 5.562632575919302e-01, 8.578983814990548e-01, 1.239411373391272e+00, -1.041929046698765e+00
119, 3.954435961181657e-01, 6.245198237838613e-02, 6.503247321916945e-01, 8.813951832577607e-01, 1.416547047916377e-02, 1.994008334758964e+00, 5.586279140375529e-01, 8.589984147687121e-01, 1.236050698638153e+00, -1.036376645915393e+00
120, 3.883144835863616e-01, 6.232798341812330e-02, 6.522500451053579e-01, 8.821281354104170e-01, 1.652282173553354e-02, 1.999214979993523e+00, 5.609974532193015e-01, 8.600956909534344e-01, 1.232696952698162e+00, -1.030812780080536e+00
121, 3.811516801764416e-01, 6.218425168957197e-02, 6.541785354699723e-01, 8.828381489374890e-01, 1.890891096088093e-02, 2.004425820429781e+00, 5.633764641565158e-01, 8.611968042512694e-01, 1.229331955571254e+00, -1.025226673813010e+00
122, 3.739550828812805e-01, 6.202039455539754e-02, 6.561119156324516e-01, 8.835340365368788e-01, 2.132383439249610e-02, 2.009647279836317e+00, 5.657632209335703e-01, 8.622968238401970e-01, 1.225968739591526e+00, -1.019622379699516e+00
123, 3.667245903645964e-01, 6.183602181437438e-02, 6.580428236948805e-01, 8.842023679976065e-01, 2.376659863093796e-02, 2.014857162339106e+00, 5.681532711246992e-01, 8.633986279715723e-01, 1.222600730981140e+00, -1.014010352388704e+00
124, 3.594601027485237e-01, 6.163074455631830e-02, 6.599735360854044e-01, 8.848545955517197e-01, 2.623738204757568e-02, 2.020063868726117e+00, 5.705444932851769e-01, 8.644960170211204e-01, 1.219244231058180e+00, -1.008395573200957e+00
125, 3.521615221421132e-01, 6.140416425600170e-02, 6.618994664221138e-01, 8.854786017008411e-01, 2.873807208319024e-02, 2.025253012267663e+00, 5.729358132804819e-01, 8.655934055627460e-01, 1.215888236316827e+00, -1.002780564289279e+00
126, 3.448287536132167e-01, 6.115584738571223e-02, 6.638261665590756e-01, 8.860871978954842e-01, 3.127235963600064e-02, 2.030442080315600e+00, 5.753291384517498e-01, 8.666864420755699e-01, 1.212543643663686e+00, -9.971608470654889e-01
127, 3.374617052873101e-01, 6.088532891577875e-02, 6.657501481643859e-01, 8.866669065842558e-01, 3.384221320038060e-02, 2.035619158209869e+00, 5.777254482166851e-01, 8.677811785841827e-01, 1.209194613860904e+00, -9.915341217791751e-01
128, 3.300602884071263e-01, 6.059212472086999e-02, 6.676751655757347e-01, 8.872306089065973e-01, 3.644823038477217e-02, 2.040796492550310e+00, 5.801239120795735e-01, 8.688714842034508e-01, 1.205856589865060e+00, -9.859023385001098e-01
129, 3.226244164113367e-01, 6.027575718550011e-02, 6.695887964947959e-01, 8.877609100055850e-01, 3.908802217440246e-02, 2.045938116039525e+00, 5.825148763065293e-01, 8.699591142443148e-01, 1.202527347464389e+00, -9.802881649607188e-01
130, 3.151540047114293e-01, 5.993575872878179e-02, 6.714896705799607e-01, 8.882694261220290e-01, 4.176036171124946e-02, 2.051042837829929e+00, 5.848910992629657e-01, 8.710351400607541e-01, 1.199231256629708e+00, -9.747086050930651e-01
131, 3.076489707517570e-01, 5.957166953570062e-02, 6.733645251959440e-01, 8.887376757859431e-01, 4.446283469690710e-02, 2.056072355512597e+00, 5.872423321589368e-01, 8.721016777473594e-01, 1.195965366034204e+00, -9.691877238683746e-01
132, 3.001092340750038e-01, 5.918303419788077e-02, 6.752153684525142e-01, 8.891794947964713e-01, 4.719463929953865e-02, 2.061034064205792e+00, 5.895648515016438e-01, 8.731508183127294e-01, 1.192749769145805e+00, -9.637342643429050e-01
133, 2.925347159333766e-01, 5.876940682556442e-02, 6.770330333721767e-01, 8.895774518324736e-01, 4.995612669017899e-02, 2.065900774190477e+00, 5.918536849554872e-01, 8.741873081252375e-01, 1.189573728471125e+00, -9.583599019548067e-01
134, 2.849253425008603e-01, 5.833029761342860e-02, 6.788349722127922e-01, 8.899522506489713e-01, 5.275867978080649e-02, 2.070722515103165e+00, 5.941235551551438e-01, 8.752105879555448e-01, 1.186435159287084e+00, -9.530300667907777e-01
135, 2.772810510000650e-01, 5.786507684621710e-02, 6.806425272519303e-01, 8.902997026634438e-01, 5.562432935504270e-02, 2.075555832540761e+00, 5.964057274652125e-01, 8.762392938818839e-01, 1.183280635377106e+00, -9.476713452962988e-01
136, 2.696017991806466e-01, 5.737285658946083e-02, 6.824909827742847e-01, 8.906436826672885e-01, 5.857488006082862e-02, 2.080497619186298e+00, 5.987374471092350e-01, 8.772825754787316e-01, 1.180077426800027e+00, -9.421962827340218e-01
137, 2.618875589295619e-01, 5.685263842566387e-02, 6.843836583403128e-01, 8.909667763595270e-01, 6.161696721274645e-02, 2.085553171575925e+00, 6.011302421265300e-01, 8.783527116709956e-01, 1.176791364720370e+00, -9.365778103537856e-01
138, 2.541383127914270e-01, 5.630338323892752e-02, 6.863219834902965e-01, 8.912812749140967e-01, 6.475335026362805e-02, 2.090728841899684e+00, 6.035799737929698e-01, 8.794414113379533e-01, 1.173444503162222e+00, -9.308256462079234e-01
139, 2.463540529846962e-01, 5.572403748667197e-02, 6.882903957139456e-01, 8.915672026076328e-01, 6.798285748547275e-02, 2.095980372388025e+00, 6.060734210879772e-01, 8.805490020811829e-01, 1.170039370223833e+00, -9.249708343007960e-01
140, 2.385347814553912e-01, 5.511353658321732e-02, 6.902801078996953e-01, 8.918334107499616e-01, 7.130472580329261e-02, 2.101286395875988e+00, 6.085938678100538e-01, 8.816621844454030e-01, 1.166613360985358e+00, -9.190526255986345e-01
141, 2.306805086313496e-01, 5.447082549080048e-02, 6.922705612390987e-01, 8.920573404094232e-01, 7.471648215644922e-02, 2.106588556746822e+00, 6.111222265143265e-01, 8.827794517514592e-01, 1.163174359002013e+00, -9.131158389350844e-01
142, 2.227912560855045e-01, 5.379482927951858e-02, 6.942592671608571e-01, 8.922484871771650e-01, 7.822625502732751e-02, 2.111882301709644e+00, 6.136500034333006e-01, 8.838916993399245e-01, 1.159747186682653e+00, -9.071804183495342e-01
143, 2.148670671790149e-01, 5.308434034179869e-02, 6.962497008919674e-01, 8.923954241158237e-01, 8.185421878992279e-02, 2.117176129353310e+00, 6.161860564481539e-01, 8.850072835345658e-01, 1.156309676012973e+00, -9.012255648348039e-01
144, 2.069080222865487e-01, 5.233788090362671e-02, 6.982610553960013e-01, 8.925121145114406e-01, 8.562496808773461e-02, 2.122522892519875e+00, 6.187487111482588e-01, 8.861280553551006e-01, 1.152851851282050e+00, -8.952082484543566e-01
145, 1.989142345001514e-01, 5.155379823859911e-02, 7.002842712563109e-01, 8.925773895476246e-01, 8.954899569767023e-02, 2.127895553288797e+00, 6.213334338707123e-01, 8.872588738228254e-01, 1.149362586567717e+00, -8.891391146080773e-01
146, 1.908858438460040e-01, 5.073035385862993e-02, 7.023134452832540e-01, 8.925941175238998e-01, 9.363500396758408e-02, 2.133278145183608e+00, 6.239288425676678e-01, 8.883908556186441e-01, 1.145865157640456e+00, -8.830448892465775e-01
147, 1.828230214059294e-01, 4.986570952060274e-02, 7.043425482937439e-01, 8.925464780753795e-01, 9.789898389029117e-02, 2.138653961774788e+00, 6.265322296611322e-01, 8.895277321793129e-01, 1.142352189461339e+00, -8.769319299776182e-01
148, 1.747259894260215e-01, 4.895777037072343e-02, 7.064121223664714e-01, 8.924545675585669e-01, 1.023826367666336e-01, 2.144134126007015e+00, 6.291871974874340e-01, 8.906800684275705e-01, 1.138786382572861e+00, -8.706978550590923e-01
149, 1.665944723997631e-01, 4.800387558501368e-02, 7.085559793616839e-01, 8.923108872292392e-01, 1.071218583192668e-01, 2.149808664503625e+00, 6.319404029176303e-01, 8.918708208304528e-01, 1.135100238560005e+00, -8.642331104592136e-01
150, 1.584290835548136e-01, 4.700123501192990e-02, 7.107723203060021e-01, 8.921085630623484e-01, 1.121242528277101e-01, 2.155670512726978e+00, 6.347890213169224e-01, 8.930975548451755e-01, 1.131298239942373e+00, -8.575443286444018e-01
151, 1.502305681748565e-01, 4.594708311278369e-02, 7.130338656562738e-01, 8.918246365564366e-01, 1.173885236108624e-01, 2.161644152096676e+00, 6.377031536779656e-01, 8.943518455340490e-01, 1.127407988892959e+00, -8.507017148540308e-01
152, 1.419993935935543e-01, 4.483853271591264e-02, 7.153114519368511e-01, 8.914519815131475e-01, 1.229335756735504e-01, 2.167653909187397e+00, 6.406429044520687e-01, 8.956139353248126e-01, 1.123489663944361e+00, -8.437989469989938e-01
