"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
23, 9.400179072268168e-01, 1.651903966147121e-02, 9.668991463344623e-01, 4.900288157717991e-01, -1.371796689230355e-01, 2.732461493769357e+00, 1.039422340713077e+00, 1.075005955536885e+00, 4.289971376101386e-01, 9.256678104883385e-02
24, 9.356036960332916e-01, 1.775719534851767e-02, 9.622042696250529e-01, 4.945581449048764e-01, -1.393993702379399e-01, 2.720361250507863e+00, 1.033266351882858e+00, 1.073853426451221e+00, 4.355264802012831e-01, 7.811203128312559e-02
25, 9.311702406341188e-01, 1.900653860368189e-02, 9.608333860009487e-01, 4.965824896033785e-01, -1.403196859311272e-01, 2.716789151083660e+00, 1.031287989596839e+00, 1.073326556531437e+00, 4.381212508654632e-01, 7.346667980848877e-02
26, 9.267173522887808e-01, 2.026672387661839e-02, 9.566804643429443e-01, 5.000446805688474e-01, -1.422136873902901e-01, 2.706867934467657e+00, 1.026245671870858e+00, 1.072715196056283e+00, 4.434302445614320e-01, 6.162691807752813e-02
27, 9.222448390600575e-01, 2.153740281026457e-02, 9.533793720768811e-01, 5.022900976214102e-01, -1.433711518064989e-01, 2.698394097021162e+00, 1.022119012228059e+00, 1.072101035709880e+00, 4.472134466425938e-01, 5.193719411115677e-02
28, 9.177525053759038e-01, 2.281822297964261e-02, 9.441866715607636e-01, 5.067321283738607e-01, -1.454459406988481e-01, 2.672852583675769e+00, 1.010268782894551e+00, 1.069988396706079e+00, 4.562026847137713e-01, 2.411191625469776e-02
29, 9.132401524070045e-01, 2.410882681979765e-02, 9.429858914206948e-01, 5.087525931360348e-01, -1.456519070019935e-01, 2.669031972930563e+00, 1.008217695017837e+00, 1.069175800179645e+00, 4.586898332432088e-01, 1.929579932806706e-02
30, 9.087075782008833e-01, 2.540885447287686e-02, 9.391907146520040e-01, 5.101032521881173e-01, -1.467256846594145e-01, 2.659736987393309e+00, 1.003899790740090e+00, 1.068898760473864e+00, 4.619908206299691e-01, 9.157017798651556e-03
31, 9.041545771054968e-01, 2.671793925790253e-02, 9.361962750770070e-01, 5.119848792156176e-01, -1.479931811201477e-01, 2.653278354382665e+00, 1.000633788174864e+00, 1.068829063747937e+00, 4.653689827140187e-01, 1.488184875701899e-03
32, 8.995809411064378e-01, 2.803571298007318e-02, 9.342756269728372e-01, 5.145101887751173e-01, -1.478211116814207e-01, 2.649855658513162e+00, 9.985959525011336e-01, 1.068845128430356e+00, 4.684036916697946e-01, -3.296814827806790e-03
33, 8.949864581526777e-01, 2.936180007432995e-02, 9.352784558626612e-01, 5.147348372402326e-01, -1.478701018047544e-01, 2.653840435450324e+00, 1.000203098906428e+00, 1.069417447431614e+00, 4.679767283690867e-01, 4.768923321788623e-04
34, 8.903709141201520e-01, 3.069582309298459e-02, 9.533425436983454e-01, 5.083988702506719e-01, -1.445800418720954e-01, 2.701733514402256e+00, 1.022084293721045e+00, 1.072106034160635e+00, 4.525433608561721e-01, 5.185567230451020e-02
35, 8.857340912353612e-01, 3.203739763338473e-02, 9.468747426290475e-01, 5.077274552045790e-01, -1.467072836503267e-01, 2.684414896368435e+00, 1.014769729527883e+00, 1.071704296082839e+00, 4.556688689835628e-01, 3.468049574500516e-02
36, 8.810757693809648e-01, 3.338613625548518e-02, 9.438656302160354e-01, 5.129588211339280e-01, -1.487178416434540e-01, 2.677345655471160e+00, 1.010496661293025e+00, 1.070593767739735e+00, 4.621910402652061e-01, 2.464699279849972e-02
37, 8.763957253303618e-01, 3.474164557571617e-02, 9.414517014289382e-01, 5.148683932190024e-01, -1.503507752507258e-01, 2.670005286122282e+00, 1.006884838327844e+00, 1.069502383180774e+00, 4.656001149313257e-01, 1.616614616287146e-02
38, 8.716937332734722e-01, 3.610352766368775e-02, 9.207310006321181e-01, 5.222511388418165e-01, -1.539441995828948e-01, 2.618034794666421e+00, 9.828205025469426e-01, 1.067435007480141e+00, 4.837317689163682e-01, -4.033882185840460e-02
39, 8.669695648437385e-01, 3.747137975706483e-02, 9.074616192080357e-01, 5.260840812985931e-01, -1.527936473816089e-01, 2.577785862991727e+00, 9.649715237431787e-01, 1.063374475920352e+00, 4.947719768956303e-01, -8.224963899882889e-02
40, 8.622229890575640e-01, 3.884479305436858e-02, 8.644594225024758e-01, 5.350818760947645e-01, -1.565424908678515e-01, 2.454869961663039e+00, 9.100375727982399e-01, 1.052724453119873e+00, 5.312356486037095e-01, -2.112389104953509e-01
41, 8.574537728069443e-01, 4.022335486157564e-02, 8.687248526936884e-01, 5.358819128309159e-01, -1.517716765680323e-01, 2.463104719952711e+00, 9.138259349677149e-01, 1.051916417648442e+00, 5.283076052528179e-01, -2.023435358135744e-01
42, 8.526616800281863e-01, 4.160664534022900e-02, 8.995216671058360e-01, 5.261978180038904e-01, -1.473763584591123e-01, 2.552247928150987e+00, 9.545074553908998e-01, 1.061127808585176e+00, 4.984117455851655e-01, -1.068201009887767e-01
43, 8.478464733365725e-01, 4.299424124804768e-02, 9.192146971709904e-01, 5.183729055025582e-01, -1.478425948949185e-01, 2.627449182138692e+00, 9.877587729027910e-01, 1.074568080713629e+00, 4.781078489117258e-01, -2.874337160047192e-02
44, 8.430079120020336e-01, 4.438571147964069e-02, 9.501373531230926e-01, 4.954805887795404e-01, -1.395799117243474e-01, 2.719117192404383e+00, 1.031868927648783e+00, 1.086020799263433e+00, 4.393797005571342e-01, 7.483076840608416e-02
